"","IdINSPIRE","Id_carr1km","I_est_cr","Id_carr_n","Groupe","Depcom","I_pauv","Id_car2010","Ind","Men","Men_pauv","Men_1ind","Men_5ind","Men_prop","Men_fmp","Ind_snv","Men_surf","Men_coll","Men_mais","Log_av45","Log_45_70","Log_70_90","Log_ap90","Log_inc","Log_soc","Ind_0_3","Ind_4_5","Ind_6_10","Ind_11_17","Ind_18_24","Ind_25_39","Ind_40_54","Ind_55_64","Ind_65_79","Ind_80p","Ind_inc","I_est_1km","code_insee","nom","nuts2","wikipedia","surf_km2"
"56767","CRS3035RES200mN2893000E3771200","CRS3035RES1000mN2893000E3771000",0,"CRS3035RES1000mN2893000E3771000",866425,"93010",0,"CRS3035RES200mN2893000E3771200",667.5,269,64,97,37,15,49,10827287.8,16330,255,14,9,260,0,0,0,250,54,29,58.5,66,33,157,110,69,58,27,6,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"56771","CRS3035RES200mN2893600E3770400","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893600E3770400",866478,"93010",0,"CRS3035RES200mN2893600E3770400",1705.5,673,136,247,80,237,107,30530720.3,37447,659,14,71,35,110,457,0,271,152,86,167,160.5,73,449,360,137,72,29,20,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"56809","CRS3035RES200mN2892000E3770800","CRS3035RES1000mN2892000E3770000",0,"CRS3035RES1000mN2892000E3770000",866389,"93010",0,"CRS3035RES200mN2892000E3770800",205,73,3,10,10,71,4,5914955.1,8122,0,73,3,0,58,12,0,0,7,0,15,13,9,26,41,57,26,3,8,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"56843","CRS3035RES200mN2894600E3770800","CRS3035RES1000mN2894000E3770000",0,"CRS3035RES1000mN2894000E3770000",870136,"93010",0,"CRS3035RES200mN2894600E3770800",634,182,58,32,49,0,40,9021341.3,12158,182,0,0,46,0,136,0,182,62,27,63,79,48,135,115,50,31,12,12,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"56931","CRS3035RES200mN2895200E3770800","CRS3035RES1000mN2895000E3770000",0,"CRS3035RES200mN2895200E3770800",870120,"93010",0,"CRS3035RES200mN2895200E3770800",724.5,294,99,111,30,6,64,10691116.6,15249,286,8,1,150,0,143,0,286,72,27,75,54.5,32,171,138,60,76,14,5,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"56972","CRS3035RES200mN2895200E3770400","CRS3035RES1000mN2895000E3770000",0,"CRS3035RES200mN2895200E3770400",870102,"93010",0,"CRS3035RES200mN2895200E3770400",256,71,18,5,22,60,7,4073707.7,6193,3,68,12,11,39,9,0,0,17,1,12,28,27,54,47,39,24,3,4,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57170","CRS3035RES200mN2893000E3772000","CRS3035RES1000mN2893000E3772000",0,"CRS3035RES200mN2893000E3772000",866525,"93057",0,"CRS3035RES200mN2893000E3772000",374.5,163,22,60,11,86,25,8005884.1,10412,120,43,34,58,33,38,0,53,14,10,24.5,32.5,27.5,65,77,58,41,12,13,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57173","CRS3035RES200mN2893600E3771200","CRS3035RES1000mN2893000E3771000",1,"CRS3035RES1000mN2893000E3771000",866403,"93010",0,"CRS3035RES200mN2893600E3771200",66,19.8,2.2,1.5,4.4,5.9,1.5,1358572.6,1732.9,13.2,6.6,4.4,2.2,0.7,12.5,0,0,8,2.9,8.1,3.7,2.2,22.7,10.3,4.4,3.7,0,0,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57174","CRS3035RES200mN2895200E3770600","CRS3035RES1000mN2895000E3770000",0,"CRS3035RES200mN2895200E3770600",870104,"93010",0,"CRS3035RES200mN2895200E3770600",206,72,25,22,14,1,13,2894867.3,4019,69,3,0,69,0,3,0,69,12,5,17,26,11,36,44,22,30,2,1,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57175","CRS3035RES200mN2895200E3770200","CRS3035RES1000mN2895000E3770000",0,"CRS3035RES200mN2895200E3770200",870113,"93029",0,"CRS3035RES200mN2895200E3770200",351,115,19,20,17,89,11,6724735,8206,25,90,32,44,15,24,0,3,20,16,23,30,27,76,72,33,29,18,7,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57208","CRS3035RES200mN2894200E3770400","CRS3035RES1000mN2894000E3770000",0,"CRS3035RES1000mN2894000E3770000",870125,"93010",0,"CRS3035RES200mN2894200E3770400",201,63,15,12,16,57,5,3414490.3,3983,0,63,2,61,0,0,0,0,10,6,21,22,14,26,45,20,17,17,3,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57211","CRS3035RES200mN2893000E3771600","CRS3035RES1000mN2893000E3771000",0,"CRS3035RES1000mN2893000E3771000",866416,"93010",0,"CRS3035RES200mN2893000E3771600",335.5,104,18,26,25,80,6,6642678.6,8312,17,87,52,26,20,6,0,0,23.5,11,22,43,20,66,71,36,21,15,7,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57247","CRS3035RES200mN2894200E3769800","CRS3035RES1000mN2894000E3769000",0,"CRS3035RES200mN2894200E3769800",869969,"93008",0,"CRS3035RES200mN2894200E3769800",456,158,60,43,29,63,27,7193465.5,8899,107,51,92,10,7,49,0,25,39,16,34,32,29,115,84,48,34,12,13,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57250","CRS3035RES200mN2894600E3770600","CRS3035RES1000mN2894000E3770000",0,"CRS3035RES1000mN2894000E3770000",870126,"93010",0,"CRS3035RES200mN2894600E3770600",250.5,71,30,10,23,1,12,3253815.8,4622,70,1,0,38,0,33,0,70,10.5,6,24,45,32,28,55,30,14,4,2,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57252","CRS3035RES200mN2893000E3770800","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893000E3770800",866468,"93010",0,"CRS3035RES200mN2893000E3770800",614.5,212,59,50,39,50,51,9788504.1,12025,158,54,45,155,5,7,0,148,39,17,51.5,65,47,119,113,67,66,24,6,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57293","CRS3035RES200mN2893000E3770400","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893000E3770400",866473,"93010",0,"CRS3035RES200mN2893000E3770400",591,253,64,88,25,73,49,10257392.9,13066,189,64,200,29,1,23,0,105,46,21,50,46,28,138,111,64,49,26,12,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57327","CRS3035RES200mN2895000E3770800","CRS3035RES1000mN2895000E3770000",0,"CRS3035RES200mN2895000E3770800",870099,"93010",0,"CRS3035RES200mN2895000E3770800",234,65,11,10,19,42,4,3876557.5,4760,20,45,15,33,12,5,0,15,12,5,15,26,16,44,39,26,30,11,10,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57335","CRS3035RES200mN2893600E3771600","CRS3035RES1000mN2893000E3771000",0,"CRS3035RES1000mN2893000E3771000",866417,"93010",0,"CRS3035RES200mN2893600E3771600",343,110,24,24,18,99,10,6710661.3,8671,6,104,68,9,16,17,0,0,16,9,29,44,18,47,95,34,29,14,8,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57447","CRS3035RES200mN2893400E3769600","CRS3035RES1000mN2893000E3769000",0,"CRS3035RES1000mN2893000E3769000",866319,"93053",0,"CRS3035RES200mN2893400E3769600",147,58,12,20,6,43,6,2654438.4,3821,24,34,23,8,9,17,1,0,13,4,11,8,11,31,30,13,15,7,4,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57448","CRS3035RES200mN2895000E3770400","CRS3035RES1000mN2895000E3770000",0,"CRS3035RES200mN2895000E3770400",870109,"93010",0,"CRS3035RES200mN2895000E3770400",300.5,91,21,19,24,78,7,5130336.8,6735,41,50,17,12,45,17,0,0,24.5,7,25,22,22,66,53,36,41,4,0,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57506","CRS3035RES200mN2894400E3770800","CRS3035RES1000mN2894000E3770000",0,"CRS3035RES1000mN2894000E3770000",870122,"93010",0,"CRS3035RES200mN2894400E3770800",37,13,3,2,3,5,2,680184.9,1071,6,7,2,7,3,1,0,0,1,0,4,6,2,5,11,3,4,1,0,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57539","CRS3035RES200mN2893000E3770000","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893000E3770000",866455,"93053",0,"CRS3035RES200mN2893000E3770000",197.5,70,16,13,6,52,12,4387608.2,5260,18,52,42,15,7,6,0,0,11,8.5,13.5,19.5,10,37,49,14,19,12,4,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57563","CRS3035RES200mN2892600E3771800","CRS3035RES1000mN2892000E3771000",0,"CRS3035RES200mN2892600E3771800",866432,"93010",0,"CRS3035RES200mN2892600E3771800",181,66,10,18,6,56,5,4302848.4,5473,5,61,50,2,7,7,0,0,11,2,19,17,12,35,38,19,19,7,2,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57564","CRS3035RES200mN2892600E3772000","CRS3035RES1000mN2892000E3772000",0,"CRS3035RES200mN2892600E3772000",866545,"93077",0,"CRS3035RES200mN2892600E3772000",400,135,15,20,16,76,23,9109980.8,9861,85,50,42,53,4,36,0,18,25,17,50,45,19,104,73,25,23,13,6,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57565","CRS3035RES200mN2892600E3771400","CRS3035RES1000mN2892000E3771000",0,"CRS3035RES200mN2892600E3771400",866437,"93010",0,"CRS3035RES200mN2892600E3771400",300.5,114,18,33,10,90,7,6591851,8156,18,96,81,19,11,3,0,0,20.5,8.5,15,25.5,13,52,77,38,35,10,6,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57570","CRS3035RES200mN2895000E3770600","CRS3035RES1000mN2895000E3770000",0,"CRS3035RES200mN2895000E3770600",870115,"93010",0,"CRS3035RES200mN2895000E3770600",640,178,60,30,55,18,39,9410454.8,12584,159,19,2,97,4,75,0,155,37,16,66,108,48,119,112,63,59,7,5,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57578","CRS3035RES200mN2893000E3770200","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893000E3770200",866466,"93010",0,"CRS3035RES200mN2893000E3770200",516.5,199,46,59,18,121,25,9994037.1,12179,139,60,77,47,4,70,1,0,41,12,40.5,35,27,135,103,67,34,13,9,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57614","CRS3035RES200mN2893000E3769800","CRS3035RES1000mN2893000E3769000",0,"CRS3035RES1000mN2893000E3769000",866322,"93053",0,"CRS3035RES200mN2893000E3769800",172,69,27,21,7,44,8,3340451.4,4888,29,40,31,24,5,9,0,0,11,3,18,11,9,45,37,14,17,4,3,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57642","CRS3035RES200mN2893800E3770600","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893800E3770600",866465,"93010",0,"CRS3035RES200mN2893800E3770600",370.5,185,56,98,11,49,28,6089453,8882,183,2,3,68,8,105,1,101,21,13,26.5,20,16,111,71,42,30,18,2,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57643","CRS3035RES200mN2893800E3770400","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893800E3770400",866470,"93010",0,"CRS3035RES200mN2893800E3770400",616,219,54,74,35,74,32,10535513.4,13557,194,25,31,8,2,178,0,86,54,18,44,72,35,144,137,53,33,12,14,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57656","CRS3035RES200mN2893000E3771800","CRS3035RES1000mN2893000E3771000",0,"CRS3035RES1000mN2893000E3771000",866412,"93057",0,"CRS3035RES200mN2893000E3771800",288.5,94,12,19,18,71,11,6135588.8,7609,27,67,64,12,8,10,0,0,20,9,28.5,31,17,64,51,26,27,11,4,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57695","CRS3035RES200mN2894200E3770200","CRS3035RES1000mN2894000E3770000",1,"CRS3035RES1000mN2894000E3770000",870121,"93010",0,"CRS3035RES200mN2894200E3770200",4,1.1,0.2,0,0.3,1,0,73875.7,85.1,0,1.1,0.9,0,0.1,0.1,0,0,0.4,0,0.3,0.2,0.1,0.9,0.6,0.6,0.7,0.2,0,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57751","CRS3035RES200mN2894400E3771400","CRS3035RES1000mN2894000E3771000",0,"CRS3035RES1000mN2894000E3771000",870060,"93010",0,"CRS3035RES200mN2894400E3771400",186,54,10,7,15,50,6,3638997.2,4388,3,51,27,9,9,9,0,0,7.5,6,16,14,11,34.5,36,26,16,10,9,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57777","CRS3035RES200mN2894600E3770400","CRS3035RES1000mN2894000E3770000",0,"CRS3035RES1000mN2894000E3770000",870139,"93010",0,"CRS3035RES200mN2894600E3770400",1117.5,329,134,73,93,8,66,15277567.7,19381,322,7,0,329,0,0,0,321,96,39,111.5,174,73,206,199,135,70,11,3,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57866","CRS3035RES200mN2893600E3770200","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893600E3770200",866457,"93010",0,"CRS3035RES200mN2893600E3770200",294,101,14,23,15,47,11,6014822.1,7415,79,22,18,18,13,52,0,40,21,13,35,27,10,62,48,29,27,16,6,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57867","CRS3035RES200mN2893600E3770000","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893600E3770000",866464,"93010",0,"CRS3035RES200mN2893600E3770000",547,176,36,37,41,14,40,9254728.7,13951,160,16,13,14,147,2,0,147,27,13,44,68,44,95,120,65,47,16,8,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57883","CRS3035RES200mN2894400E3770000","CRS3035RES1000mN2894000E3770000",0,"CRS3035RES1000mN2894000E3770000",870138,"93008",0,"CRS3035RES200mN2894400E3770000",771.5,222,80,47,56,9,59,10357711.5,13042,216,6,6,216,0,0,0,212,50,32.5,86,125,49,133,138,72,61,17,8,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57885","CRS3035RES200mN2893800E3770200","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893800E3770200",866456,"93010",0,"CRS3035RES200mN2893800E3770200",319,100,25,24,21,1,19,5005480.9,7658,100,0,0,3,97,0,0,96,14,8,21,46.5,36.5,48,69,38,21,6,11,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57898","CRS3035RES200mN2893400E3770000","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893400E3770000",866459,"93010",0,"CRS3035RES200mN2893400E3770000",329.5,118,15,33,15,86,11,7412848.3,8562,50,68,102,2,7,7,0,0,18,6,23,27.5,19,75,56,37,42,13,13,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57909","CRS3035RES200mN2893600E3769800","CRS3035RES1000mN2893000E3769000",0,"CRS3035RES1000mN2893000E3769000",866329,"93053",0,"CRS3035RES200mN2893600E3769800",529,170,82,42,31,75,16,7691747.8,8488,113,57,121,27,3,17,2,0,41,26,48,50.5,33,133.5,112,57,14,9,5,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57929","CRS3035RES200mN2892600E3771200","CRS3035RES1000mN2892000E3771000",0,"CRS3035RES200mN2892600E3771200",866451,"93010",0,"CRS3035RES200mN2892600E3771200",849,318,140,110,49,99,26,13435821.1,15072,288,30,5,5,118,190,0,192,59.5,37,67.5,103,36,169,185,79,77,20,16,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"57939","CRS3035RES200mN2894200E3770000","CRS3035RES1000mN2894000E3770000",0,"CRS3035RES1000mN2894000E3770000",870131,"93008",0,"CRS3035RES200mN2894200E3770000",393.5,114,42,21,28,36,22,6021745.7,7664,73,41,36,32,6,40,0,65,24.5,14,32,56,21,65,77,44,28,11,21,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58001","CRS3035RES200mN2893200E3770400","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893200E3770400",866477,"93010",0,"CRS3035RES200mN2893200E3770400",939.5,450,71,200,25,247,51,19551634.5,23762,406,44,172,115,71,86,6,68,70.5,24,67,50,42,256,164,100,112,41,13,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58075","CRS3035RES200mN2893200E3770600","CRS3035RES1000mN2893000E3770000",0,"CRS3035RES200mN2893200E3770600",866461,"93010",0,"CRS3035RES200mN2893200E3770600",321.5,139,32,51,7,74,15,6034826.3,7669,96,43,62,73,1,3,0,15,30,8,22.5,8,12,92,49,42,36,17,5,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58093","CRS3035RES200mN2892600E3771000","CRS3035RES1000mN2892000E3771000",0,"CRS3035RES200mN2892600E3771000",866450,"93010",0,"CRS3035RES200mN2892600E3771000",857,280,40,58,48,138,35,17900676.9,18113,242,38,19,22,0,238,1,107,98,40.5,90,76.5,40,262,161,48,32,1,8,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58171","CRS3035RES200mN2892600E3771600","CRS3035RES1000mN2892000E3771000",0,"CRS3035RES200mN2892600E3771600",866438,"93010",0,"CRS3035RES200mN2892600E3771600",356.5,116,20,23,23,96,12,7492291.9,8895,10,106,81,14,13,8,0,0,29,6,20,25.5,32,82,68,45,36,6,7,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58172","CRS3035RES200mN2892600E3770600","CRS3035RES1000mN2892000E3770000",0,"CRS3035RES1000mN2892000E3770000",866392,"93010",0,"CRS3035RES200mN2892600E3770600",376,115,18,15,25,59,13,7345196,8492,36,79,52,9,4,50,0,47,31,17.5,38,31,19.5,81,79,38,26,7,8,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58227","CRS3035RES200mN2894000E3771600","CRS3035RES1000mN2894000E3771000",0,"CRS3035RES1000mN2894000E3771000",870063,"93057",0,"CRS3035RES200mN2894000E3771600",238,86,18,23,13,24,17,3996275.8,4974,60,26,42,6,16,22,0,29,24,4,23,24,13,65,50,23,9,1,2,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58228","CRS3035RES200mN2894200E3771000","CRS3035RES1000mN2894000E3771000",0,"CRS3035RES1000mN2894000E3771000",870064,"93010",0,"CRS3035RES200mN2894200E3771000",353.5,109,31,22,19,16,27,5347222.4,6806,94,15,14,76,5,14,0,85,28,15.5,31.5,48.5,20,82,60,36,18,7,7,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58262","CRS3035RES200mN2894600E3770200","CRS3035RES1000mN2894000E3770000",0,"CRS3035RES1000mN2894000E3770000",870127,"93008",0,"CRS3035RES200mN2894600E3770200",261,79,16,14,16,65,5,4638237.8,6426,6,73,30,34,11,4,0,0,10,6,15,27,23,48,54,40,32,6,0,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58289","CRS3035RES200mN2892600E3770400","CRS3035RES1000mN2892000E3770000",0,"CRS3035RES1000mN2892000E3770000",866390,"93010",0,"CRS3035RES200mN2892600E3770400",242.5,84,16,23,17,32,9,4887098.6,5688,62,22,38,10,12,24,0,0,26,15,16.5,10,15,76,38,25,11,3,7,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58292","CRS3035RES200mN2892600E3770800","CRS3035RES1000mN2892000E3770000",0,"CRS3035RES1000mN2892000E3770000",866399,"93010",0,"CRS3035RES200mN2892600E3770800",706,201,33,31,61,136,24,14297276.9,19094,16,185,38,5,134,24,0,46,26,19,53,77,59,129,149,92,63,22,17,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58296","CRS3035RES200mN2892600E3769800","CRS3035RES1000mN2892000E3769000",1,"CRS3035RES1000mN2892000E3769000",866333,"93053",0,"CRS3035RES200mN2892600E3769800",17,5.2,1.5,0.6,0.8,4.2,0.2,341993,429.5,0.8,4.4,4.2,0,0.8,0.2,0,0,1.4,0.4,1.1,1.3,0.9,4.4,3.5,2.3,1.5,0.2,0,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58305","CRS3035RES200mN2894800E3770400","CRS3035RES1000mN2894000E3770000",0,"CRS3035RES1000mN2894000E3770000",870132,"93010",0,"CRS3035RES200mN2894800E3770400",356,122,48,35,21,21,26,4963115.8,7201,98,24,10,101,5,6,0,98,22,12,25,52,24,77,62,41,30,8,3,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58335","CRS3035RES200mN2892600E3770000","CRS3035RES1000mN2892000E3770000",0,"CRS3035RES1000mN2892000E3770000",866386,"93010",0,"CRS3035RES200mN2892600E3770000",153,61,12,20,7,47,5,3204721.6,3965,39,22,21,24,9,7,0,0,7,6,8,12,7,38,33,17,18,7,0,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58362","CRS3035RES200mN2894200E3771400","CRS3035RES1000mN2894000E3771000",0,"CRS3035RES1000mN2894000E3771000",870057,"93010",0,"CRS3035RES200mN2894200E3771400",125,42,14,10,5,25,2,1901697.3,2918,23,19,17,8,7,10,0,0,5,3,8,12,11,26,26,18,13,1,2,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58389","CRS3035RES200mN2894000E3771800","CRS3035RES1000mN2894000E3771000",0,"CRS3035RES1000mN2894000E3771000",870070,"93057",0,"CRS3035RES200mN2894000E3771800",753.5,318,54,111,24,111,41,14120667.8,17115,298,20,38,27,0,253,0,62,79,30,57.5,41.5,41.5,253,125,54,54,13,5,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58399","CRS3035RES200mN2893200E3771200","CRS3035RES1000mN2893000E3771000",0,"CRS3035RES1000mN2893000E3771000",866423,"93010",0,"CRS3035RES200mN2893200E3771200",569,233,64,97,28,7,40,9367648.4,14314,225,8,4,227,2,0,0,225,29,18,40,64.5,44.5,84,125,74,54,29,7,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58411","CRS3035RES200mN2892600E3770200","CRS3035RES1000mN2892000E3770000",0,"CRS3035RES1000mN2892000E3770000",866387,"93010",0,"CRS3035RES200mN2892600E3770200",200.5,69,21,21,16,14,11,3061149.5,4145,52,17,16,7,2,44,0,45,15,5,18,31,17.5,42,41,13,15,2,1,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58429","CRS3035RES200mN2894200E3771800","CRS3035RES1000mN2894000E3771000",0,"CRS3035RES1000mN2894000E3771000",870069,"93057",0,"CRS3035RES200mN2894200E3771800",643.5,235,52,68,32,91,48,11079407.1,13966,204,31,30,151,2,52,0,106,51,39,57,62,34.5,165,108,69,34,13,11,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58433","CRS3035RES200mN2893200E3769600","CRS3035RES1000mN2893000E3769000",0,"CRS3035RES1000mN2893000E3769000",866326,"93053",0,"CRS3035RES200mN2893200E3769600",347.5,129,31,37,14,58,12,6538371.1,7543,67,62,69,55,3,2,0,40,21.5,12.5,17,41.5,19,93,73,35,22,12,1,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58470","CRS3035RES200mN2894000E3771400","CRS3035RES1000mN2894000E3771000",0,"CRS3035RES1000mN2894000E3771000",870067,"93010",0,"CRS3035RES200mN2894000E3771400",770.5,201,81,23,67,115,22,10746273.9,13858,168,33,16,163,21,1,0,23,48,25,81,83.5,57,173,150,100,37,8,8,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
"58474","CRS3035RES200mN2894800E3771600","CRS3035RES1000mN2894000E3771000",0,"CRS3035RES1000mN2894000E3771000",870062,"93057",0,"CRS3035RES200mN2894800E3771600",246,83,19,15,13,49,15,5039878.8,6516,31,52,24,15,12,32,0,6,21,12,14,29,12,74,36,22,21,5,0,0,"11","Île-de-France","FR10","fr:Île-de-France",12069
